content_id,slug,old_source,proposed_source_type,proposed_source_agency,proposed_source_url,proposed_verification_status,confidence,reason,requires_review
audit_case:160,sen-2025-school-s-disaster-prevention,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=d332a46e-7f92-44e9-8781-4f3ab5a74e47,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:161,silmu-2026-position-suspension-incompetence-dismissal,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:162,silmu-2026-position-suspension-discipline-pending,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:163,silmu-2026-position-suspension-criminal-prosecution,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:164,silmu-2026-position-suspension-bribery-investigation,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:165,silmu-2026-position-suspension-senior-officer-review,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:166,silmu-2026-reinstatement-late-notice,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:167,silmu-2026-reinstatement-expired-no-notice,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:168,silmu-2026-reinstatement-unfair-placement,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:169,silmu-2026-reinstatement-step-recalc-missing,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:170,silmu-2026-overtime-post-approval,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:171,silmu-2026-overtime-weekday-no-deduction,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:172,silmu-2026-overtime-travel-overlap,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:173,silmu-2026-overtime-fixed-share-no-prorate,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:174,silmu-2026-concurrent-unauthorized,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:175,silmu-2026-concurrent-for-profit-business,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:176,silmu-2026-concurrent-external-lecture-no-report,silmu 자체 시드 — 공개 감사패턴(GOE 2021·SEN 2024 등) 일반화,SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (source=silmu-2026),false
audit_case:177,budget-execution-before-approval,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:178,budget-transfer-without-council-approval,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:179,contingency-fund-misuse,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:180,supplementary-budget-before-council,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:181,national-subsidy-purpose-misuse,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:182,budget-lapse-improper-carryover,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:183,accounting-officer-dual-role-fraud,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:184,budget-item-wrong-category,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:185,business-expense-personal-use,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:186,settlement-report-delayed,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:187,budget-execution-no-receipt,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:188,local-bond-excess-issuance,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:189,contingency-fund-purpose-misuse,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:190,subsidy-settlement-false-report,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:191,double-booking-budget,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:192,accounting-data-falsification,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:193,budget-item-wrong-travel,,UNVERIFIED,,,UNVERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:194,budget-appropriation-mistake,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:195,expenditure-over-budget,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
